loan_id,user_id,amount,income,purpose,application_date,status,remarks
L0915,U0007,22592,7470,Medical,2025-01-26,approved,Auto-approved. Risk Score: 15%
L0916,U0171,45702,24549,Home,2025-03-24,approved,Auto-approved. Risk Score: 20%
L0917,U0143,46084,28298,Medical,2025-03-14,approved,Auto-approved. Risk Score: 2%
L0918,U0193,13552,5956,Home,2025-01-31,declined,Auto-declined. Risk Score: 62%
L0919,U0162,41980,13209,Business,2025-06-04,declined,Auto-declined. Risk Score: 61%
L0920,U0054,23138,21619,Home,2025-01-18,approved,Auto-approved. Risk Score: 11%
L0921,U0091,5031,20739,Business,2025-05-26,approved,Auto-approved. Risk Score: 3%
L0922,U0069,92951,12582,Car,2025-02-21,pending,Average Risk. Risk Score: 53%. Awaiting review.
L0923,U0130,89274,15791,Car,2025-05-06,approved,Auto-approved. Risk Score: 23%
L0924,U0166,49259,7283,Home,2025-04-24,declined,Auto-declined. Risk Score: 64%
L0925,U0072,77941,19791,Education,2025-03-22,declined,Auto-declined. Risk Score: 72%
L0926,U0078,7735,2127,Medical,2025-06-14,approved,Auto-approved. Risk Score: 32%
L0927,U0002,9027,13165,Business,2025-04-04,declined,Auto-declined. Risk Score: 62%
L0928,U0009,9624,10687,Business,2025-02-06,approved,Auto-approved. Risk Score: 3%
L0929,U0109,46041,8457,Education,2025-06-06,approved,Auto-approved. Risk Score: 17%
L0930,U0041,95488,10576,Education,2025-01-22,pending,Average Risk. Risk Score: 49%. Awaiting review.
L0931,U0064,86494,22231,Education,2025-04-27,declined,Auto-declined. Risk Score: 84%
L0932,U0116,64983,14625,Car,2025-02-17,declined,Auto-declined. Risk Score: 75%
L0933,U0186,16243,17279,Business,2025-06-30,declined,Auto-declined. Risk Score: 78%
L0934,U0027,48069,2086,Medical,2025-01-05,declined,Auto-declined. Risk Score: 66%
L0935,U0133,59177,21142,Business,2025-03-15,declined,Auto-declined. Risk Score: 74%
L0936,U0068,23080,8851,Business,2025-03-10,approved,Auto-approved. Risk Score: 15%
L0937,U0186,83517,10303,Car,2025-01-10,declined,Auto-declined. Risk Score: 91%
L0938,U0014,86046,2657,Medical,2025-04-23,approved,Auto-approved. Risk Score: 2%
L0939,U0094,34087,23023,Medical,2025-01-16,approved,Auto-approved. Risk Score: 24%
L0940,U0077,13666,5813,Home,2025-02-06,approved,Auto-approved. Risk Score: 6%
L0941,U0131,42700,12840,Home,2025-06-30,approved,Auto-approved. Risk Score: 4%
L0942,U0147,68775,21130,Business,2025-04-13,pending,Average Risk. Risk Score: 48%. Awaiting review.
L0943,U0058,31496,25037,Home,2025-03-26,declined,Auto-declined. Risk Score: 88%
L0944,U0054,66069,4863,Home,2025-03-03,declined,Auto-declined. Risk Score: 76%
L0945,U0023,35810,2908,Business,2025-03-30,declined,Auto-declined. Risk Score: 82%
L0946,U0129,43547,22881,Business,2025-02-01,approved,Auto-approved. Risk Score: 27%
L0947,U0009,37551,17986,Car,2025-01-20,pending,Average Risk. Risk Score: 54%. Awaiting review.
L0948,U0195,38890,17826,Car,2025-03-31,declined,Auto-declined. Risk Score: 95%
L0949,U0163,37776,13382,Car,2025-05-25,pending,Average Risk. Risk Score: 44%. Awaiting review.
L0950,U0009,37261,18408,Medical,2025-02-20,approved,Auto-approved. Risk Score: 25%
L0951,U0112,84535,5146,Car,2025-03-26,approved,Auto-approved. Risk Score: 21%
L0952,U0136,26705,24843,Car,2025-02-06,declined,Auto-declined. Risk Score: 69%
L0953,U0187,51124,21901,Education,2025-02-16,approved,Auto-approved. Risk Score: 15%
L0954,U0013,43945,23300,Car,2025-03-12,pending,Average Risk. Risk Score: 44%. Awaiting review.
L0955,U0074,7117,16950,Medical,2025-05-10,approved,Auto-approved. Risk Score: 3%
L0956,U0098,99849,20011,Medical,2025-05-30,declined,Auto-declined. Risk Score: 72%
L0957,U0070,42881,4572,Medical,2025-01-20,declined,Auto-declined. Risk Score: 91%
L0958,U0056,28692,7904,Medical,2025-06-15,approved,Auto-approved. Risk Score: 26%
L0959,U0091,28628,7773,Car,2025-02-13,declined,Auto-declined. Risk Score: 97%
L0960,U0162,13789,4337,Car,2025-03-14,approved,Auto-approved. Risk Score: 39%
L0961,U0063,94786,4068,Medical,2025-03-29,declined,Auto-declined. Risk Score: 80%
L0962,U0012,49336,13345,Education,2025-01-25,approved,Auto-approved. Risk Score: 3%
L0963,U0104,83574,28582,Business,2025-05-05,declined,Auto-declined. Risk Score: 62%
L0964,U0036,11163,8339,Car,2025-05-25,approved,Auto-approved. Risk Score: 37%
L0965,U0161,42053,21154,Medical,2025-04-07,pending,Average Risk. Risk Score: 58%. Awaiting review.
L0966,U0198,37532,7408,Medical,2025-02-17,pending,Average Risk. Risk Score: 53%. Awaiting review.
L0967,U0193,56631,16178,Medical,2025-04-21,approved,Auto-approved. Risk Score: 23%
L0968,U0189,70992,16893,Home,2025-04-27,approved,Auto-approved. Risk Score: 6%
L0969,U0136,92407,19031,Car,2025-05-18,approved,Auto-approved. Risk Score: 34%
L0970,U0031,47667,3351,Education,2025-05-16,approved,Auto-approved. Risk Score: 13%
L0971,U0055,72114,16086,Business,2025-06-26,approved,Auto-approved. Risk Score: 37%
L0972,U0021,99048,9573,Home,2025-01-28,declined,Auto-declined. Risk Score: 94%
L0973,U0003,90397,18165,Home,2025-02-14,declined,Auto-declined. Risk Score: 63%
L0974,U0049,41048,10092,Home,2025-05-01,approved,Auto-approved. Risk Score: 8%
L0975,U0076,86025,11899,Home,2025-04-08,pending,Average Risk. Risk Score: 58%. Awaiting review.
L0976,U0024,5438,27935,Medical,2025-01-10,declined,Auto-declined. Risk Score: 81%
L0977,U0188,90350,6096,Car,2025-01-25,approved,Auto-approved. Risk Score: 35%
L0978,U0148,32451,18095,Medical,2025-05-18,declined,Auto-declined. Risk Score: 98%
L0979,U0072,60723,23155,Education,2025-01-27,approved,Auto-approved. Risk Score: 26%
L0980,U0122,45906,29471,Home,2025-02-01,approved,Auto-approved. Risk Score: 28%
L0981,U0059,56695,21784,Home,2025-02-26,pending,Average Risk. Risk Score: 53%. Awaiting review.
L0982,U0068,63683,9786,Car,2025-05-05,approved,Auto-approved. Risk Score: 28%
L0983,U0179,60610,21154,Home,2025-04-18,pending,Average Risk. Risk Score: 59%. Awaiting review.
L0984,U0133,15503,26660,Medical,2025-04-04,approved,Auto-approved. Risk Score: 32%
L0985,U0014,7609,4957,Business,2025-03-23,declined,Auto-declined. Risk Score: 67%
L0986,U0175,56386,14434,Home,2025-06-24,declined,Auto-declined. Risk Score: 86%
L0987,U0147,40471,10937,Car,2025-02-21,approved,Auto-approved. Risk Score: 24%
L0988,U0195,76152,21986,Home,2025-04-24,declined,Auto-declined. Risk Score: 68%
L0989,U0183,77035,5484,Car,2025-05-07,declined,Auto-declined. Risk Score: 80%
L0990,U0169,27642,14002,Business,2025-01-25,declined,Auto-declined. Risk Score: 70%
L0991,U0031,35643,21948,Education,2025-03-23,declined,Auto-declined. Risk Score: 79%
L0992,U0176,36763,8327,Education,2025-01-07,pending,Average Risk. Risk Score: 47%. Awaiting review.
L0993,U0170,18555,28949,Medical,2025-05-30,declined,Auto-declined. Risk Score: 88%
L0994,U0060,80846,6057,Business,2025-06-25,approved,Auto-approved. Risk Score: 8%
L0995,U0160,92944,10793,Business,2025-02-03,pending,Average Risk. Risk Score: 48%. Awaiting review.
L0996,U0119,51381,2057,Education,2025-05-27,approved,Auto-approved. Risk Score: 16%
L0997,U0009,86416,27155,Education,2025-02-02,declined,Auto-declined. Risk Score: 71%
L0998,U0107,64548,22038,Home,2025-01-18,approved,Auto-approved. Risk Score: 0%
L0999,U0042,66593,14844,Business,2025-04-30,declined,Auto-declined. Risk Score: 91%
L1000,U0114,92855,20693,Business,2025-06-03,pending,Average Risk. Risk Score: 43%. Awaiting review.
